type,vmag,bmag,ra,de,smax,smin,angl,morp,snam,ids
Cl*,12.0625,12.375,85.24754321959934,-69.43716476282744,0.021666640707748396,0.01999964766344227,79.67694338537486,,NGC 2091,NGC 2091|ESO 57-21
Cl*,12.0625,12.4375,88.59699968668167,-70.90232913225428,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 2145,NGC 2145|ESO 57-52
Cl*,12.0625,12.25,76.87462605194553,-67.32412962986824,0.0266663391801974,0.0266663391801974,32544.002763428616,,NGC 1844,NGC 1844|ESO 85-48
EmG,12.0625,12.9375,50.26429442294223,-37.10169002434437,0.035166082715454586,0.026332940571336175,97.5818744832119,Sc,NGC 1310,NGC 1310|PGC 12569|ESO 357-19|MCG-06-08-004
Cl*,12.0625,nan,75.85229016716725,-70.33503411036057,0.016666515348476265,0.014999949190993265,9.959617923171857,,NGC 1823,NGC 1823|ESO 56-51
GiG,nan,12.0625,75.52086889807074,-69.56828390432416,0.06233230636553226,0.023999577196130724,142.34420222780452,S,NGC 1809,NGC 1809|PGC 16599|ESO 56-48
Cl*,12.0625,12.625,16.9831253523576,-71.76791900576994,0.03499959685443554,0.03166646453946953,149.50617466693933,,NGC 411,NGC 411|Cl Kron 60|Cl Lindsay 82|ESO 51-19
GlC,nan,12.0625,81.82058459600488,-70.7372639505826,0.02833333222450353,0.02833333222450353,89.97227876663116,,NGC 1987,NGC 1987|ESO 56-131
Cl*,12.0625,12.375,88.09580040538617,-67.33330257392356,0.0233332068652314,0.021666640707748396,159.3538867707497,,NGC 2130,NGC 2130|ESO 86-37
OpC,nan,12.0625,10.906541689324023,-73.44386301298337,0.0124998865113572,0.0124998865113572,0.0,,NGC 242,NGC 242|Cl Lindsay 29 E|Cl Kron 22|Cl Lindsay 29|Cl Kron 22 E
G,12.0625,12.75,49.305021674770686,-32.57592130292959,0.03866655466508589,0.02849981808552258,177.25881786858676,Sc,NGC 1288,NGC 1288|PGC 12204|ESO 357-13|MCG-05-08-025
GiG,nan,12.125,52.88080329019054,-51.90487171063334,0.04983306018440975,0.02849981808552258,59.98151917775411,Sc,IC 1954,IC 1954|PGC 13090|ESO 200-36
Cl*,12.125,12.3125,81.87524659993248,-71.87974969305056,0.0266663391801974,0.0249997730227144,149.50617466693933,,NGC 2000,NGC 2000|HD 271303|ESO 56-135
GiP,12.125,13.125,58.66219983767453,-20.50245033164543,0.04099991804029134,0.023833091335111672,106.98196330957636,SA0+pec ,NGC 1482,NGC 1482|PGC 14084|ESO 549-33|MCG-03-10-054
GiG,nan,12.125,47.50506192279734,-53.33583390779135,0.06066574020804926,0.023999577196130724,82.81030632749633,SBc,NGC 1249,NGC 1249|PGC 11836|ESO 155-6
OpC,12.125,12.3125,89.55429167999391,-68.28987739737296,0.0233332068652314,0.0233332068652314,32544.002763428616,,NGC 2160,NGC 2160|ESO 57-61
Cl*,12.125,12.375,78.96670616453113,-69.4689456330355,0.0233332068652314,0.01999964766344227,59.98151917775411,,NGC 1894,NGC 1894|ESO 56-89
Cl*,12.125,12.375,75.14837770149497,-69.6117102470671,0.03666616301191854,0.03166646453946953,159.3538867707497,,NGC 1801,NGC 1801|ESO 56-45
Cl*,12.125,12.5,71.93458245170741,-69.3753788715955,0.0233332068652314,0.021666640707748396,99.81999087044153,,NGC 1695,NGC 1695|HD 268626|ESO 56-3
EmO,12.125,12.0,83.97919758129557,-69.65000028755419,0.0233332068652314,0.016666515348476265,99.81999087044153,,NGC 2048,NGC 2048|HD 269822
Cl*,12.125,12.375,84.22849948600101,-70.26802995460275,0.021666640707748396,0.01999964766344227,19.919235846343714,,NGC 2057,NGC 2057|ESO 56-174
Cl*,12.125,12.5,81.39883407513496,-69.926554647048,0.0266663391801974,0.0266663391801974,32544.002763428616,,NGC 1959,NGC 1959|ESO 56-120
Cl*,12.125,12.375,84.42333063207562,-67.41366657969793,0.0249997730227144,0.021666640707748396,9.959617923171857,,NGC 2053,NGC 2053|ESO 86-17
Cl*,12.1875,12.25,86.08091509080005,-66.91721427987558,0.02833333222450353,0.0249997730227144,159.3538867707497,,NGC 2105,NGC 2105|ESO 86-29
EmG,12.1875,12.5,36.268331813521996,-24.788184007511173,0.03499959685443554,0.029499587025283127,13.988227420185192,SBc:r,NGC 922,NGC 922|PGC 9172|ESO 478-28|MCG-04-06-037
Cl*,12.1875,12.5,86.09658354475606,-68.54703401962392,0.0266663391801974,0.0266663391801974,32544.002763428616,,NGC 2109,NGC 2109
OpC,12.1875,12.9375,14.453749208351136,-74.46672482232773,0.0483329798879458,0.0483329798879458,0.0,,NGC 339,NGC 339|Cl Kron 36|Cl Lindsay 59|ESO 29-25
Cl*,12.1875,12.3125,73.98920580688467,-70.22394791369949,0.016666515348476265,0.014999949190993265,29.990759588877054,,NGC 1766,NGC 1766|ESO 56-29
Cl*,12.1875,12.5,76.39929269703687,-68.62935828969007,0.0249997730227144,0.0233332068652314,49.909995435220765,,NGC 1836,NGC 1836
BiC,nan,12.1875,17.48166256742409,-45.93121558329726,0.0483329798879458,0.03599936579419608,96.68662792832005,S0,IC 1633,IC 1633|PGC 4149|ESO 243-46
GiG,nan,12.1875,56.20808213303785,-21.920653735433863,0.04933274882770635,0.047165871313519944,9.959617923171857,E...,NGC 1439,NGC 1439|PGC 13738|ESO 549-9|MCG-04-09-056
GlC,12.1875,12.625,73.70470793738615,-69.23616595593231,0.0233332068652314,0.021666640707748396,129.8107504593186,,NGC 1756,NGC 1756|ESO 56-27
Cl*,12.1875,12.625,13.273291882966141,-73.38039006502645,0.02833333222450353,0.02833333222450353,0.0,,NGC 294,NGC 294|Cl Lindsay 47|ESO 29-22
Cl*,12.25,13.0,73.10433430934206,-67.05236323298261,0.02999989838198653,0.02999989838198653,0.0,,NGC 1718,NGC 1718|ESO 85-10
Cl*,12.25,12.6875,77.88974925696027,-65.24892008453257,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 1859,NGC 1859|ESO 85-50
OpC,12.25,13.0,8.23441715298524,-73.11572023468847,0.0499995460454288,0.0499995460454288,0.0,,NGC 152,NGC 152|Cl Kron 10|Cl Lindsay 15|ESO 28-24
GlC,12.25,12.9375,69.38554219308048,-70.58574986422421,0.04499984757297979,0.04499984757297979,0.0,,NGC 1651,NGC 1651|ESO 55-30
SNR,12.25,nan,83.8145831921091,-67.56778296813009,0.01833308150595927,0.014166666112251765,59.98151917775411,,NGC 2029,NGC 2029|SNR J053606-673408|SNR B0536-67.6|ESO 56-156
HII,12.25,nan,83.89000214092438,-66.0405594999045,0.02833333222450353,0.02833333222450353,-0.9931641468331487,,NGC 2030,NGC 2030
GiG,nan,12.25,52.64576282047208,-34.85394990057419,0.05666666444900706,0.03666616301191854,138.76321600823712,S0,NGC 1351,NGC 1351|PGC 13028|ESO 358-12|MCG-06-08-022
G,nan,12.25,58.9472782732525,-42.36841132730042,0.06149902328679076,0.06149902328679076,0.0,0.2,NGC 1487NE,NGC 1487NE
Cl*,12.25,12.4375,73.2992474176867,-68.65085289500811,0.01833308150595927,0.016666515348476265,49.909995435220765,,NGC 1732,NGC 1732|ESO 56-17
As*,12.25,12.75,73.60250098664608,-69.18360765026907,0.014999949190993265,0.0133331695900987,99.81999087044153,,NGC 1748,NGC 1748|IC 2114|HD 32014|ESO 56-24
GiG,nan,12.25,62.0789063473248,-21.051939050372923,0.0541659614391363,0.033666002418990634,8.952465548918523,E,NGC 1521,NGC 1521|TYC 5889-1109-1|PGC 14520|ESO 550-11|MCG-04-10-015
GiG,nan,12.25,73.2172714872682,-59.74221666999355,0.04466602207729544,0.04183320111903284,24.954997717610382,Sc,NGC 1703,NGC 1703|PGC 16234|ESO 119-19
OpC,12.25,12.8125,15.001083002395486,-72.37172138877737,0.01999964766344227,0.0133331695900987,19.919235846343714,,IC 1612,IC 1612|Cl Kron 41|Cl Lindsay 62|ESO 29-28
G,nan,12.3125,58.00318903560589,-83.83072292911784,0.047666182670223343,0.028666303946541627,67.59111489433485,Sc:r,IC 2051,IC 2051|PGC 13999|ESO 4-7
GiP,nan,12.3125,58.939355253815286,-42.37090434634747,0.04116640390131039,0.04116640390131039,0.0,3.2,NGC 1487M,NGC 1487M
GlC,12.3125,12.875,85.98445915934114,-69.18177032938233,0.02999989838198653,0.02999989838198653,89.97227876663116,,NGC 2108,NGC 2108|ESO 57-33
Cl*,12.3125,12.375,78.89175166857942,-66.12837524206336,0.0266663391801974,0.0233332068652314,19.919235846343714,,NGC 1882,NGC 1882
Cl*,12.3125,12.875,79.76404195767086,-69.00176069380666,0.02833333222450353,0.02833333222450353,89.97227876663116,,NGC 1917,NGC 1917|ESO 56-100
GiG,nan,12.3125,59.4273654398235,-48.91136030686244,0.058498862693862855,0.03099966732174708,179.94455753326233,Sc/Ir,NGC 1494,NGC 1494|PGC 14169|ESO 201-12
EmG,12.3125,13.0625,33.95822864753502,-31.20097348715485,0.042166172841070944,0.017833197036078993,27.976454840370383,Sc,IC 1788,IC 1788|PGC 8649|ESO 415-15|MCG-05-06-011
Cl*,12.3125,13.1875,87.05495470795717,-71.48111253233196,0.04499984757297979,0.03666616301191854,29.990759588877054,,NGC 2121,NGC 2121|ESO 57-40
GiG,nan,12.375,55.62202116639953,-13.488005709714647,0.059166513685231556,0.0124998865113572,179.94455753326233,Sc,NGC 1421,NGC 1421|PGC 13620|MCG-02-10-008
BiC,nan,12.375,18.446879287720844,-31.74724860187785,0.056331985179676455,0.035666394072157985,155.77290055118232,E/S0,NGC 439,NGC 439|PGC 4423|ESO 412-18|MCG-05-04-015
EmG,nan,12.375,58.61844564585143,-35.96715120697572,0.03933249810916209,0.03299920520126818,34.91461564078224,E1 ,IC 2006,IC 2006|PGC 14077|ESO 359-7|MCG-06-09-037
Cl*,12.375,nan,81.24249787522254,-68.47806276938513,0.015833232269734765,0.014999949190993265,99.81999087044153,,NGC 1949,NGC 1949|HD 36301|ESO 56-117
GiG,12.375,13.0,53.82000894258059,-35.26566004336419,0.03799975744736344,0.016666515348476265,89.97227876663116,SAB0 ,NGC 1375,NGC 1375|PGC 13266|ESO 358-24|MCG-06-08-030
Cl*,12.375,12.375,75.61137573476259,-70.62218892344623,0.01999964766344227,0.016666515348476265,59.98151917775411,,NGC 1815,NGC 1815|ESO 56-49
Cl*,12.375,12.6875,74.91149991088976,-69.55609884684486,0.021666640707748396,0.01833308150595927,129.8107504593186,,NGC 1793,NGC 1793|ESO 56-43
Cl*,12.375,13.0625,84.44169701075378,-74.78329726016864,0.054999244517877806,0.054999244517877806,0.0,,IC 2146,IC 2146|ESO 33-26
GiG,12.375,13.3125,54.19792672445196,-34.73966034519238,0.04599961651274034,0.012999984424649037,175.46832475880305,S0a,NGC 1380A,NGC 1380A|PGC 13335|ESO 358-33|MCG-06-09-006
GiG,nan,12.375,53.424520499069374,-21.478619260276297,0.03766593195167908,0.01983316180242322,124.43927112996748,Sc,IC 1953,IC 1953|PGC 13184|ESO 548-38|MCG-04-09-026
EmG,nan,12.375,54.84709863902119,-31.321529741100154,0.07499889218132007,0.014999949190993265,16.897778723583713,Sc,NGC 1406,NGC 1406|PGC 13458|ESO 418-15|MCG-05-09-020
Cl*,12.375,12.5625,16.341217343970676,-72.04258823305281,0.014999949190993265,0.014999949190993265,39.83847169268743,,IC 1624,IC 1624|Cl Kron 52|Cl Lindsay 76|ESO 51-17
EmG,12.375,12.875,39.87140003467606,-8.133642834423584,0.03466662513239743,0.011333204823754474,152.1919143316149,Sc ,NGC 1035,NGC 1035|PGC 10065|MCG-01-07-027|SDSS J023929.13-080801.1
Cl*,12.375,13.125,74.94558255484813,-69.8022383739646,0.0233332068652314,0.021666640707748396,169.2015988745601,,NGC 1795,NGC 1795|ESO 56-44
GiG,nan,12.4375,53.32122413315669,-13.664161411051143,0.05616635309230365,0.042499998336755294,75.64833388836152,Sa,NGC 1357,NGC 1357|PGC 13166|MCG-02-10-001
OpC,12.4375,12.625,88.57279349626315,-68.60010458947492,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 2140,NGC 2140|ESO 57-51
EmG,12.4375,12.8125,54.13134945551727,-43.95684353577307,0.04983306018440975,0.012666585815787812,74.75308733346967,Sab,IC 1970,IC 1970|PGC 13322|ESO 249-7|MCG-07-08-003
Cl*,12.4375,12.75,86.14916917117598,-70.99580027104591,0.0249997730227144,0.0233332068652314,59.98151917775411,,NGC 2111,NGC 2111|ESO 57-35
Cl*,12.4375,12.625,81.64708413070822,-69.8451934336548,0.01999964766344227,0.01999964766344227,32544.002763428616,,NGC 1969,NGC 1969|ESO 56-124
EmG,nan,12.4375,55.236887289670044,-22.564463951504635,0.06233230636553226,0.025166258883733448,140.5537091180208,(R)SAB0/a(s) ,NGC 1415,NGC 1415|IC 1983|PGC 13544|ESO 482-33|MCG-04-09-047
Cl*,12.4375,12.5,76.78416702657789,-68.97097020102825,0.02999989838198653,0.0266663391801974,0.0,,NGC 1847,NGC 1847|HD 269054|CD-69 275|ESO 56-66
Cl*,12.4375,12.75,85.25008404997058,-68.46531763639389,0.0249997730227144,0.0233332068652314,9.959617923171857,,NGC 2088,NGC 2088|ESO 57-20
Cl*,12.4375,13.3125,80.23308470835394,-69.47637687885248,0.021666640707748396,0.021666640707748396,89.97227876663116,,NGC 1928,NGC 1928|ESO 56-106
GiG,12.4375,13.4375,54.413429438049604,-18.33942675169821,0.03333303069695253,0.013666568198959925,84.60079943728005,S0,NGC 1383,NGC 1383|PGC 13377|ESO 548-53|MCG-03-10-015
GiG,nan,12.4375,62.25773436017406,-45.517575912066725,0.023499692726250448,0.019499763193561993,83.70555288238819,E,IC 2035,IC 2035|PGC 14558|ESO 250-7
GiG,nan,12.4375,56.26209868408889,-18.26604490680289,0.043666253137534895,0.03316654483593348,22.940692969103715,SB0,NGC 1440,NGC 1440|NGC 1442|PGC 13752|ESO 549-10|MCG-03-10-043
OpC,12.4375,12.5,86.55150146423556,-68.048027229052,0.0233332068652314,0.01999964766344227,29.990759588877054,,NGC 2114,NGC 2114|ESO 57-37
GiG,12.4375,13.0,75.67730755082071,-61.140076355339104,0.03216592212252668,0.015999718130753814,100.71523742533338,Sa:,NGC 1796,NGC 1796|PGC 16617|ESO 119-30
GiG,nan,12.4375,55.90453828103875,-35.85305631198525,0.0494992346887254,0.03466662513239743,151.29666777672304,Sc,NGC 1436,NGC 1436|NGC 1437|PGC 13687|ESO 358-58|MCG-06-09-025
EmG,12.4375,12.8125,43.639690531852715,-10.02864893756588,0.033999827914674985,0.016666515348476265,7.9453131746651895,Sb,NGC 1140,NGC 1140|PGC 10966|MCG-02-08-019
GiG,nan,12.4375,64.10211766250917,-60.206778816581114,0.03083318146072803,0.026833251928039575,13.988227420185192,Sc:,IC 2056,IC 2056|PGC 14773|ESO 118-16
GiG,nan,12.5,56.770148645121914,-33.709964931583414,0.04683289959148185,0.04133288976232944,56.84815623563262,SABb ,IC 1993,IC 1993|PGC 13840|ESO 358-65|MCG-06-09-032
Cl*,12.5,12.625,72.3583000670583,-69.85170260393382,0.01999964766344227,0.01999964766344227,32544.002763428616,,NGC 1702,NGC 1702|ESO 56-8
OpC,12.5,12.75,11.475458027371966,-73.50663928164495,0.014999949190993265,0.014999949190993265,0.0,,NGC 256,NGC 256|Cl Kron 23|Cl Lindsay 30|ESO 29-11
Cl*,12.5,12.625,76.08766531615505,-69.39043260852621,0.01999964766344227,0.01833308150595927,169.2015988745601,,NGC 1828,NGC 1828|ESO 56-54
G,nan,12.5,52.02483032302626,-8.388619772555668,0.08233280780262078,0.021833126568767448,152.1919143316149,Sc,NGC 1337,NGC 1337|PGC 12916|MCG-02-09-042
GiG,12.5,13.25,20.335107281885545,-34.06334184376693,0.022499923786489896,0.01649960260063409,94.89613481853635,Sb,NGC 491,NGC 491|PGC 4914|ESO 352-53|MCG-06-04-011
Cl*,12.5,nan,80.13750304110879,-66.77830189253588,0.01999964766344227,0.01833308150595927,99.81999087044153,,NGC 1920,NGC 1920
Cl*,12.5,12.875,74.22499759741183,-70.43000106058042,0.016666515348476265,0.014999949190993265,79.67694338537486,,NGC 1775,NGC 1775|ESO 56-34
Cl*,12.5,12.75,76.1647508311278,-69.34265543528197,0.021666640707748396,0.01999964766344227,59.98151917775411,,NGC 1830,NGC 1830|ESO 56-56
Cl*,12.5,12.75,87.93074888409282,-65.32061658025019,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 2123,NGC 2123|HD 271628|ESO 86-36
SBG,12.5,12.9375,73.55624694558675,-53.361061211490785,0.03116615318276613,0.023999577196130724,52.81954673861929,BCD ,NGC 1705,NGC 1705|PGC 16282|ESO 158-13
GiG,nan,12.5625,72.09912170881302,-59.80030742888451,0.04116640390131039,0.027833020867800127,165.62061265499267,SBb,NGC 1688,NGC 1688|PGC 16050|ESO 119-6
Cl*,12.5625,12.875,74.11504521215296,-67.69599244904039,0.01833308150595927,0.01833308150595927,32544.002763428616,,NGC 1764,NGC 1764
Cl*,12.5625,12.9375,12.092708199081502,-73.53022392484901,0.01999964766344227,0.01999964766344227,0.0,,NGC 269,NGC 269|Cl Kron 26|Cl Lindsay 37|ESO 29-16
GiG,12.5625,13.375,21.987528117597453,-35.717627321122244,0.033999827914674985,0.02066644488116472,136.9727228984534,S0,NGC 568,NGC 568|IC 1709|PGC 5468|ESO 353-3|MCG-06-04-037
Cl*,12.5625,13.375,89.6336243272036,-65.47739674245865,0.03999929532688454,0.03999929532688454,0.0,,NGC 2155,NGC 2155|ESO 86-45
LSB,nan,12.5625,45.66008439400445,-18.897610301239123,0.06116605156475266,0.04183320111903284,37.82416694418076,Sc,NGC 1179,NGC 1179|PGC 11480|ESO 547-1|MCG-03-08-060
GiP,nan,12.5625,53.448740349866235,-19.491947749604208,0.024332975804991948,0.020166560411284444,108.77245641936005,SBc,NGC 1359,NGC 1359|PGC 13190|ESO 548-39|MCG-03-10-007
Cl*,12.5625,12.625,81.31424901245353,-66.39429499701944,0.016666515348476265,0.014999949190993265,129.8107504593186,,NGC 1946,NGC 1946|ESO 85-84
Cl*,12.5625,12.9375,81.70333073852328,-69.8381105274855,0.014999949190993265,0.0133331695900987,99.81999087044153,,NGC 1972,NGC 1972|ESO 56-129
Cl*,12.5625,13.125,72.15341488252544,-68.55850873742955,0.03833272916940154,0.03833272916940154,89.97227876663116,,NGC 1697,NGC 1697|ESO 56-5
GiG,nan,12.625,52.02742579491087,-32.28615394248641,0.03349951655797158,0.024499888552834123,171.88733853923566,E,NGC 1339,NGC 1339|PGC 12917|ESO 418-4|MCG-05-09-004
GiG,nan,12.625,29.418300943970813,-57.790169095771546,0.04083257840562604,0.03383248828000968,40.95752988630225,Sb ,NGC 782,NGC 782|PGC 7379|ESO 114-15
OpC,12.625,12.8125,10.17545787735977,-73.38355927280134,0.01999964766344227,0.01999964766344227,0.0,,NGC 222,NGC 222|Cl Kron 19|Cl Lindsay 24|ESO 29-4
Cl*,12.625,12.9375,83.90916765173543,-70.24144685835306,0.01833308150595927,0.016666515348476265,109.66770297425191,,NGC 2046,NGC 2046|ESO 56-162
Cl*,12.625,12.875,88.30000257100203,-69.48330269067087,0.01833308150595927,0.016666515348476265,29.990759588877054,,NGC 2137,NGC 2137|ESO 57-49
Cl*,12.625,12.9375,85.01724973135404,-66.87623314485552,0.01999964766344227,0.01833308150595927,19.919235846343714,,NGC 2062,NGC 2062|ESO 86-20
Cl*,12.625,13.25,87.64170210860708,-63.67499861295162,0.03666616301191854,0.03666616301191854,89.97227876663116,,NGC 2120,NGC 2120|ESO 86-34
GlC,12.625,13.25,67.39999937116873,-71.83829727497775,0.02833333222450353,0.02833333222450353,89.97227876663116,,NGC 1629,NGC 1629|ESO 55-24
G,12.6875,13.1875,76.60723780631788,-31.954223824296733,0.0258330561014559,0.019333277332542944,111.90581936148153,Sa:,NGC 1800,NGC 1800|PGC 16745|PGC 16744|ESO 422-30|MCG-05-13-005|MCG-05-13-004
AGN,12.6875,10.75,23.575979109090316,-29.41848877417299,0.09133328958140449,0.07516623181598538,124.43927112996748,SBb,NGC 613,NGC 613|PGC 5849|ESO 413-11|MCG-05-04-044
EmG,12.6875,13.0625,34.134853924376955,-11.348485664475083,0.024666374413853175,0.017833197036078993,145.92518844737194,Scd ,NGC 873,NGC 873|PGC 8692|MCG-02-06-048
GiG,nan,12.6875,79.28759528192748,-64.95966840337172,0.05616635309230365,0.016999913957337492,74.75308733346967,Sb,NGC 1892,NGC 1892|PGC 17042|ESO 85-61
Cl*,12.6875,12.875,79.02104031937857,-66.3199620482822,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 1887,NGC 1887|ESO 85-59
EmG,nan,12.75,49.56205876871117,-27.610331087648337,0.0488332912446492,0.01999964766344227,8.952465548918523,Sc,NGC 1292,NGC 1292|PGC 12285|ESO 418-1|MCG-05-08-026
Cl*,12.75,nan,75.94225058872549,-67.30416498692429,0.01999964766344227,0.01833308150595927,9.959617923171857,,NGC 1814,NGC 1814|ESO 85-36
Cl*,12.75,13.125,75.67833207919621,-70.32048580742844,0.015833232269734765,0.014999949190993265,139.65846256312895,,NGC 1813,NGC 1813|ESO 56-50
Cl*,12.75,12.9375,83.64087782113735,-70.0660134495213,0.0266663391801974,0.0266663391801974,32544.002763428616,,NGC 2036,NGC 2036|ESO 56-155
Cl*,12.75,13.0625,77.39449907043185,-66.3146549912971,0.0249997730227144,0.0249997730227144,32544.002763428616,,NGC 1849,NGC 1849|ESO 85-49
LSB,12.75,12.3125,38.886179397847634,-7.1544003206662135,0.024666374413853175,0.021833126568767448,74.75308733346967,SABcd ,NGC 991,NGC 991|PGC 9846|MCG-01-07-023|SDSS J023532.68-070915.9
EmG,12.75,11.6875,38.86554198127044,-9.356002516592959,0.07216607122305747,0.02883278980756068,118.1725452457245,SBc ,NGC 988,NGC 988|PGC 9843|MCG-02-07-037|SDSS J023527.74-092122.8|SDSS J023527.74-092122.7
GiG,nan,12.75,85.46287176337314,-64.30106058246412,0.03433279963671308,0.03099966732174708,49.909995435220765,SB(r)b ,NGC 2082,NGC 2082|PGC 17609|ESO 86-21
Cl*,12.75,13.5,74.26450341157118,-68.2510819228873,0.010833320353874198,0.009166540752979634,49.909995435220765,,NGC 1768,NGC 1768|ESO 56-32
IG,12.75,13.875,67.2841661930345,-53.827839754464016,0.0233332068652314,0.0233332068652314,119.96303835550822,S0/S0:,IC 2082,IC 2082|PGC 75184|PGC 15239|ESO 157-35
Cl*,12.75,13.375,73.95000052104879,-74.28330009216705,0.03999929532688454,0.03999929532688454,89.97227876663116,,NGC 1777,NGC 1777|ESO 33-1
Cl*,12.75,12.4375,78.30508623019955,-69.37508517346119,0.0233332068652314,0.01833308150595927,99.81999087044153,,NGC 1874,NGC 1874|ESO 56-82
Cl*,12.75,12.4375,78.4120811435478,-69.38388928730134,0.01999964766344227,0.016666515348476265,139.65846256312895,,NGC 1880,NGC 1880
Cl*,12.75,13.0625,78.44304239105546,-72.0799698583803,0.01833308150595927,0.016666515348476265,69.82923128156447,,NGC 1890,NGC 1890|ESO 56-87
GiG,12.75,13.625,54.77884797373984,-18.292351380391192,0.025166258883733448,0.009833124527290522,4.9798089615859285,S0,NGC 1394,NGC 1394|PGC 13444|ESO 548-60|MCG-03-10-021
LIN,12.8125,14.0,51.25700436219557,-5.74582449539974,0.03949983774382739,0.011499904128185086,140.5537091180208,3,NGC 1324,NGC 1324|PGC 12772|MCG-01-09-038|SDSS J032501.68-054444.8
GiP,12.8125,13.3125,51.20207939598492,-21.336110778338575,0.03166646453946953,0.02966607288630218,89.97227876663116,Sbc,NGC 1325A,NGC 1325A|PGC 12754|ESO 548-10|MCG-04-09-006
G,12.8125,13.25,49.472559384921915,-7.297716472473289,0.02649985331917835,0.01466655058213204,7.9453131746651895,3,NGC 1285,NGC 1285|PGC 12259|MCG-01-09-026|SDSS J031753.42-071752.1|SDSS J031753.43-071752.1
GiG,nan,12.8125,57.11307878296989,-16.392926998629544,0.0483329798879458,0.014166666112251765,156.66814710607414,S0,NGC 1461,NGC 1461|PGC 13881|MCG-03-10-047
Cl*,12.8125,13.125,84.258750393835,-70.13187696368773,0.01833308150595927,0.016666515348476265,169.2015988745601,,NGC 2059,NGC 2059|ESO 56-175
EmG,nan,12.8125,39.764698819462126,-27.44304097185452,0.03433279963671308,0.03016638424300558,106.98196330957636,SB,IC 1826,IC 1826|IC 1830|PGC 10041|ESO 416-6|MCG-05-07-012
EmG,nan,12.8125,51.993322660385,-37.15008191461391,0.023666605474092623,0.017833197036078993,120.85828491040006,SB:b:,NGC 1341,NGC 1341|PGC 12911|ESO 358-8|MCG-06-08-020
Cl*,12.8125,13.0,78.1682092392325,-67.62250644376023,0.01833308150595927,0.015833232269734765,109.66770297425191,,NGC 1864,NGC 1864|ESO 56-79
OpC,12.8125,13.0625,89.88962664748485,-67.94193390067419,0.0233332068652314,0.0233332068652314,32544.002763428616,,NGC 2166,NGC 2166|ESO 57-64
GiP,nan,12.8125,45.40025716778801,-14.836526669816966,0.03799975744736344,0.02733313639791985,29.990759588877054,E...,NGC 1172,NGC 1172|PGC 11420|MCG-03-08-059
OpC,12.8125,13.125,10.280167238656997,-73.34955859111301,0.02999989838198653,0.02999989838198653,0.0,,NGC 231,NGC 231|Cl Lindsay 25|Cl Kron 20|ESO 29-5
Cl*,12.875,13.125,83.45987780813202,-69.94478442194276,0.01833308150595927,0.016666515348476265,59.98151917775411,,NGC 2028,NGC 2028|ESO 56-152
Cl*,12.875,13.125,71.91670784664949,-69.34503234111314,0.01833308150595927,0.016666515348476265,9.959617923171857,,NGC 1693,NGC 1693
G,12.875,13.3125,16.234014109852748,-27.429423282196808,0.027166650536900802,0.0249997730227144,4.9798089615859285,Sbc,IC 1616,IC 1616|PGC 3846|ESO 412-4|MCG-05-03-022
GlC,12.875,13.5,69.41250094973452,-66.19999660570011,0.02999989838198653,0.0249997730227144,149.50617466693933,,NGC 1644,NGC 1644|ESO 84-30
GiG,nan,12.875,53.87928815438713,-34.44709602228407,0.043666253137534895,0.0133331695900987,82.81030632749633,Sab,IC 1963,IC 1963|IC 335|PGC 13277|ESO 358-26|MCG-06-08-031
GiG,nan,12.875,57.28189373849592,-48.8582760766331,0.08133218508921398,0.014166666112251765,81.9150597726045,Sc/Ir,IC 2000,IC 2000|PGC 13912|ESO 201-3
GiG,nan,12.875,51.416178505708125,-52.78548117013385,0.037833271586344384,0.020166560411284444,53.9386049322341,Sb,IC 1933,IC 1933|PGC 12807|ESO 155-25
Cl*,12.875,13.5625,78.10391666857518,-68.77199996031662,0.0233332068652314,0.0233332068652314,89.97227876663116,,NGC 1865,NGC 1865|ESO 56-78
OpC,12.875,13.125,86.81308404906869,-68.50797899794979,0.01999964766344227,0.01833308150595927,159.3538867707497,,NGC 2116,NGC 2116|ESO 57-38
GiP,12.875,13.75,54.28730316483615,-35.19502564206251,0.03316654483593348,0.022666409647508948,22.940692969103715,S0,NGC 1382,NGC 1382|NGC 1380B|PGC 13354|ESO 358-37|MCG-06-09-009
Cl*,12.875,13.1875,76.53595795213964,-68.4490549559801,0.021666640707748396,0.01999964766344227,19.919235846343714,,NGC 1838,NGC 1838|ESO 56-64
G,12.875,13.3125,50.02894317961653,-52.18549003268329,0.0533326783603948,0.012999984424649037,36.92892038928891,S/Ir,NGC 1311,NGC 1311|PGC 12460|ESO 200-7
GiG,nan,12.875,18.058890391918293,-58.24803082678332,0.037332960229640985,0.02066644488116472,8.952465548918523,Sa,NGC 434,NGC 434|PGC 4325|ESO 113-23
Cl*,12.875,nan,79.22249674894809,-67.33083004544402,0.0233332068652314,0.021666640707748396,39.83847169268743,,NGC 1895,NGC 1895
GiG,nan,12.9375,53.4735749176884,-31.194105731944404,0.034166313775694034,0.01566631952189259,3.9726565873325947,S0,NGC 1366,NGC 1366|PGC 13197|ESO 418-10|MCG-05-09-013
